variable_name,units,value,data_reference
r_0_A_aorta_ascending_4,metre,0.013914,ADAN_86
u_0_A_aorta_ascending_4,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_aorta_ascending_4,dimensionless,0.5,known
n_tube_A_aorta_ascending_4,dimensionless,0.0,known
I_scale_A_aorta_ascending_4,dimensionless,1.0,defined_by_user
u_ext_A_aortic_arch_1,J_per_m3,0.0,user_defined
theta_A_aortic_arch_1,dimensionless,0.0,defined_by_user
l_A_aortic_arch_1,metre,0.014796,ADAN_86
r_0_A_aortic_arch_1,metre,0.0133364,ADAN_86
u_0_A_aortic_arch_1,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_aortic_arch_1,dimensionless,0.5,known
n_tube_A_aortic_arch_1,dimensionless,0.0,known
I_scale_A_aortic_arch_1,dimensionless,1.0,defined_by_user
u_ext_A_aortic_arch_2,J_per_m3,0.0,user_defined
theta_A_aortic_arch_2,dimensionless,0.0,defined_by_user
l_A_aortic_arch_2,metre,0.00960849,ADAN_86
r_0_A_aortic_arch_2,metre,0.0127671,ADAN_86
u_0_A_aortic_arch_2,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_aortic_arch_2,dimensionless,0.5,known
n_tube_A_aortic_arch_2,dimensionless,0.0,known
I_scale_A_aortic_arch_2,dimensionless,1.0,defined_by_user
u_ext_A_aortic_arch_3,J_per_m3,0.0,user_defined
theta_A_aortic_arch_3,dimensionless,0.0,defined_by_user
l_A_aortic_arch_3,metre,0.00697955,ADAN_86
r_0_A_aortic_arch_3,metre,0.0124288,ADAN_86
u_0_A_aortic_arch_3,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_aortic_arch_3,dimensionless,0.5,known
n_tube_A_aortic_arch_3,dimensionless,0.0,known
I_scale_A_aortic_arch_3,dimensionless,1.0,defined_by_user
u_ext_A_brachiocephalic_trunk,J_per_m3,0.0,user_defined
theta_A_brachiocephalic_trunk,dimensionless,0.0,defined_by_user
l_A_brachiocephalic_trunk,metre,0.0473822,ADAN_86
r_0_A_brachiocephalic_trunk,metre,0.00641887,ADAN_86
u_0_A_brachiocephalic_trunk,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_brachiocephalic_trunk,dimensionless,0.5,known
n_tube_A_brachiocephalic_trunk,dimensionless,0.0,known
I_scale_A_brachiocephalic_trunk,dimensionless,1.0,defined_by_user
u_ext_A_common_carotid_L,J_per_m3,0.0,user_defined
theta_A_common_carotid_L,dimensionless,0.0,defined_by_user
l_A_common_carotid_L,metre,0.030339,ADAN_86
r_0_A_common_carotid_L,metre,0.00436635,ADAN_86
u_0_A_common_carotid_L,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_common_carotid_L,dimensionless,0.5,known
n_tube_A_common_carotid_L,dimensionless,0.0,known
I_scale_A_common_carotid_L,dimensionless,1.0,defined_by_user
u_ext_A_common_carotid_R,J_per_m3,0.0,user_defined
theta_A_common_carotid_R,dimensionless,0.0,defined_by_user
l_A_common_carotid_R,metre,0.0270844,ADAN_86
r_0_A_common_carotid_R,metre,0.00443053,ADAN_86
u_0_A_common_carotid_R,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_common_carotid_R,dimensionless,0.5,known
n_tube_A_common_carotid_R,dimensionless,0.0,known
I_scale_A_common_carotid_R,dimensionless,1.0,defined_by_user
u_ext_A_subclavian_L,J_per_m3,0.0,user_defined
theta_A_subclavian_L,dimensionless,0.0,defined_by_user
l_A_subclavian_L,metre,0.0494669,ADAN_86
r_0_A_subclavian_L,metre,0.00399235,ADAN_86
u_0_A_subclavian_L,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_subclavian_L,dimensionless,0.5,known
n_tube_A_subclavian_L,dimensionless,0.0,known
I_scale_A_subclavian_L,dimensionless,1.0,defined_by_user
u_ext_A_subclavian_R,J_per_m3,0.0,user_defined
theta_A_subclavian_R,dimensionless,0.0,defined_by_user
l_A_subclavian_R,metre,0.0157469,ADAN_86
r_0_A_subclavian_R,metre,0.00452027,ADAN_86
u_0_A_subclavian_R,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_subclavian_R,dimensionless,0.5,known
n_tube_A_subclavian_R,dimensionless,0.0,known
I_scale_A_subclavian_R,dimensionless,1.0,defined_by_user
q_0_head_L_T,m3,0.0,user_defined_TO_DO
R_head_L_T,Js_per_m6,1589886629.1928563,calculated_from_assumptions
Rp_head_L_T,Js_per_m6,-1.0,user_defined
fracR_head_L_T,dimensionless,0.15,user_defined
C_head_L_T,m6_per_J,2.4787359164783886e-10,calculated_from_assumptions
I_head_L_T,Js2_per_m6,1e-06,small_chosen
u_ext_head_L_T,J_per_m3,0.0,user_defined
u_0_head_L_T,J_per_m3,0.0,user_defined
q_0_head_R_T,m3,0.0,user_defined_TO_DO
R_head_R_T,Js_per_m6,1589886629.1928563,calculated_from_assumptions
Rp_head_R_T,Js_per_m6,-1.0,user_defined
fracR_head_R_T,dimensionless,0.15,user_defined
C_head_R_T,m6_per_J,2.4787359164783886e-10,calculated_from_assumptions
I_head_R_T,Js2_per_m6,1e-06,small_chosen
u_ext_head_R_T,J_per_m3,0.0,user_defined
u_0_head_R_T,J_per_m3,0.0,user_defined
q_0_arm_L_T,m3,0.0,user_defined_TO_DO
R_arm_L_T,Js_per_m6,4282003940.032019,calculated_from_assumptions
Rp_arm_L_T,Js_per_m6,-1.0,user_defined
fracR_arm_L_T,dimensionless,0.15,user_defined
C_arm_L_T,m6_per_J,9.203422383772076e-11,calculated_from_assumptions
I_arm_L_T,Js2_per_m6,1e-06,small_chosen
u_ext_arm_L_T,J_per_m3,0.0,user_defined
u_0_arm_L_T,J_per_m3,0.0,user_defined
q_0_arm_R_T,m3,0.0,user_defined_TO_DO
R_arm_R_T,Js_per_m6,4215281929.208156,calculated_from_assumptions
Rp_arm_R_T,Js_per_m6,-1.0,user_defined
fracR_arm_R_T,dimensionless,0.15,user_defined
C_arm_R_T,m6_per_J,9.349099673742092e-11,calculated_from_assumptions
I_arm_R_T,Js2_per_m6,1e-06,small_chosen
u_ext_arm_R_T,J_per_m3,0.0,user_defined
u_0_arm_R_T,J_per_m3,0.0,user_defined
u_ext_A_aortic_arch_4,J_per_m3,0.0,user_defined
theta_A_aortic_arch_4,dimensionless,0.0,defined_by_user
l_A_aortic_arch_4,metre,0.0432111,ADAN_86
r_0_A_aortic_arch_4,metre,0.0117401,ADAN_86
u_0_A_aortic_arch_4,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_aortic_arch_4,dimensionless,0.5,known
n_tube_A_aortic_arch_4,dimensionless,0.0,known
I_scale_A_aortic_arch_4,dimensionless,1.0,defined_by_user
u_ext_A_aorta_thoracic_1,J_per_m3,0.0,user_defined
theta_A_aorta_thoracic_1,dimensionless,0.0,defined_by_user
l_A_aorta_thoracic_1,metre,0.00989803,ADAN_86
r_0_A_aorta_thoracic_1,metre,0.0104579,ADAN_86
u_0_A_aorta_thoracic_1,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_aorta_thoracic_1,dimensionless,0.5,known
n_tube_A_aorta_thoracic_1,dimensionless,0.0,known
I_scale_A_aorta_thoracic_1,dimensionless,1.0,defined_by_user
u_ext_A_aorta_thoracic_2,J_per_m3,0.0,user_defined
theta_A_aorta_thoracic_2,dimensionless,0.0,defined_by_user
l_A_aorta_thoracic_2,metre,0.00788038,ADAN_86
r_0_A_aorta_thoracic_2,metre,0.0102897,ADAN_86
u_0_A_aorta_thoracic_2,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_aorta_thoracic_2,dimensionless,0.5,known
n_tube_A_aorta_thoracic_2,dimensionless,0.0,known
I_scale_A_aorta_thoracic_2,dimensionless,1.0,defined_by_user
u_ext_A_aorta_thoracic_3,J_per_m3,0.0,user_defined
theta_A_aorta_thoracic_3,dimensionless,0.0,defined_by_user
l_A_aorta_thoracic_3,metre,0.0155561,ADAN_86
r_0_A_aorta_thoracic_3,metre,0.0100681,ADAN_86
u_0_A_aorta_thoracic_3,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_aorta_thoracic_3,dimensionless,0.5,known
n_tube_A_aorta_thoracic_3,dimensionless,0.0,known
I_scale_A_aorta_thoracic_3,dimensionless,1.0,defined_by_user
u_ext_A_aorta_thoracic_4,J_per_m3,0.0,user_defined
theta_A_aorta_thoracic_4,dimensionless,0.0,defined_by_user
l_A_aorta_thoracic_4,metre,0.00532705,ADAN_86
r_0_A_aorta_thoracic_4,metre,0.00987279,ADAN_86
u_0_A_aorta_thoracic_4,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_aorta_thoracic_4,dimensionless,0.5,known
n_tube_A_aorta_thoracic_4,dimensionless,0.0,known
I_scale_A_aorta_thoracic_4,dimensionless,1.0,defined_by_user
u_ext_A_aorta_thoracic_5,J_per_m3,0.0,user_defined
theta_A_aorta_thoracic_5,dimensionless,0.0,defined_by_user
l_A_aorta_thoracic_5,metre,0.121566,ADAN_86
r_0_A_aorta_thoracic_5,metre,0.00847543,ADAN_86
u_0_A_aorta_thoracic_5,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_aorta_thoracic_5,dimensionless,0.5,known
n_tube_A_aorta_thoracic_5,dimensionless,0.0,known
I_scale_A_aorta_thoracic_5,dimensionless,1.0,defined_by_user
u_ext_A_aorta_abdominal_1,J_per_m3,0.0,user_defined
theta_A_aorta_abdominal_1,dimensionless,0.0,defined_by_user
l_A_aorta_abdominal_1,metre,0.00324767,ADAN_86
r_0_A_aorta_abdominal_1,metre,0.00751533,ADAN_86
u_0_A_aorta_abdominal_1,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_aorta_abdominal_1,dimensionless,0.5,known
n_tube_A_aorta_abdominal_1,dimensionless,0.0,known
I_scale_A_aorta_abdominal_1,dimensionless,1.0,defined_by_user
q_0_trunk_C_T,m3,0.0,user_defined_TO_DO
R_trunk_C_T,Js_per_m6,193383418.16376907,calculated_from_assumptions
Rp_trunk_C_T,Js_per_m6,-1.0,user_defined
fracR_trunk_C_T,dimensionless,0.15,user_defined
C_trunk_C_T,m6_per_J,2.037873323539914e-09,calculated_from_assumptions
I_trunk_C_T,Js2_per_m6,1e-06,small_chosen
u_ext_trunk_C_T,J_per_m3,0.0,user_defined
u_0_trunk_C_T,J_per_m3,0.0,user_defined
u_ext_A_aorta_abdominal_2,J_per_m3,0.0,user_defined
theta_A_aorta_abdominal_2,dimensionless,0.0,defined_by_user
l_A_aorta_abdominal_2,metre,0.0139886,ADAN_86
r_0_A_aorta_abdominal_2,metre,0.00742666,ADAN_86
u_0_A_aorta_abdominal_2,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_aorta_abdominal_2,dimensionless,0.5,known
n_tube_A_aorta_abdominal_2,dimensionless,0.0,known
I_scale_A_aorta_abdominal_2,dimensionless,1.0,defined_by_user
u_ext_A_aorta_abdominal_3,J_per_m3,0.0,user_defined
theta_A_aorta_abdominal_3,dimensionless,0.0,defined_by_user
l_A_aorta_abdominal_3,metre,0.00431913,ADAN_86
r_0_A_aorta_abdominal_3,metre,0.00729199,ADAN_86
u_0_A_aorta_abdominal_3,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_aorta_abdominal_3,dimensionless,0.5,known
n_tube_A_aorta_abdominal_3,dimensionless,0.0,known
I_scale_A_aorta_abdominal_3,dimensionless,1.0,defined_by_user
u_ext_A_aorta_abdominal_4,J_per_m3,0.0,user_defined
theta_A_aorta_abdominal_4,dimensionless,0.0,defined_by_user
l_A_aorta_abdominal_4,metre,0.0119773,ADAN_86
r_0_A_aorta_abdominal_4,metre,0.00718902,ADAN_86
u_0_A_aorta_abdominal_4,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_aorta_abdominal_4,dimensionless,0.5,known
n_tube_A_aorta_abdominal_4,dimensionless,0.0,known
I_scale_A_aorta_abdominal_4,dimensionless,1.0,defined_by_user
u_ext_A_aorta_abdominal_5,J_per_m3,0.0,user_defined
theta_A_aorta_abdominal_5,dimensionless,0.0,defined_by_user
l_A_aorta_abdominal_5,metre,0.0540907,ADAN_86
r_0_A_aorta_abdominal_5,metre,0.00679934,ADAN_86
u_0_A_aorta_abdominal_5,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_aorta_abdominal_5,dimensionless,0.5,known
n_tube_A_aorta_abdominal_5,dimensionless,0.0,known
I_scale_A_aorta_abdominal_5,dimensionless,1.0,defined_by_user
u_ext_A_aorta_abdominal_6,J_per_m3,0.0,user_defined
theta_A_aorta_abdominal_6,dimensionless,0.0,defined_by_user
l_A_aorta_abdominal_6,metre,0.042231,ADAN_86
r_0_A_aorta_abdominal_6,metre,0.00612422,ADAN_86
u_0_A_aorta_abdominal_6,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_aorta_abdominal_6,dimensionless,0.5,known
n_tube_A_aorta_abdominal_6,dimensionless,0.0,known
I_scale_A_aorta_abdominal_6,dimensionless,1.0,defined_by_user
u_ext_A_common_iliac_L,J_per_m3,0.0,user_defined
theta_A_common_iliac_L,dimensionless,0.0,defined_by_user
l_A_common_iliac_L,metre,0.0740524,ADAN_86
r_0_A_common_iliac_L,metre,0.00428142,ADAN_86
u_0_A_common_iliac_L,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_common_iliac_L,dimensionless,0.5,known
n_tube_A_common_iliac_L,dimensionless,0.0,known
I_scale_A_common_iliac_L,dimensionless,1.0,defined_by_user
u_ext_A_common_iliac_R,J_per_m3,0.0,user_defined
theta_A_common_iliac_R,dimensionless,180.0,defined_by_user
l_A_common_iliac_R,metre,0.0764393,ADAN_86
r_0_A_common_iliac_R,metre,0.00430633,ADAN_86
u_0_A_common_iliac_R,J_per_m3,10600.0,assumedRefOf80mmHg
m_tube_A_common_iliac_R,dimensionless,0.5,known
n_tube_A_common_iliac_R,dimensionless,0.0,known
I_scale_A_common_iliac_R,dimensionless,1.0,defined_by_user
q_0_leg_L_T,m3,0.0,user_defined_TO_DO
R_leg_L_T,Js_per_m6,1681934826.2866633,calculated_from_assumptions
Rp_leg_L_T,Js_per_m6,-1.0,user_defined
fracR_leg_L_T,dimensionless,0.15,user_defined
C_leg_L_T,m6_per_J,2.343080736136333e-10,calculated_from_assumptions
I_leg_L_T,Js2_per_m6,1e-06,small_chosen
u_ext_leg_L_T,J_per_m3,0.0,user_defined
u_0_leg_L_T,J_per_m3,0.0,user_defined
q_0_leg_R_T,m3,0.0,user_defined_TO_DO
R_leg_R_T,Js_per_m6,1681934826.2866633,calculated_from_assumptions
Rp_leg_R_T,Js_per_m6,-1.0,user_defined
fracR_leg_R_T,dimensionless,0.15,user_defined
C_leg_R_T,m6_per_J,2.343080736136333e-10,calculated_from_assumptions
I_leg_R_T,Js2_per_m6,1e-06,small_chosen
u_ext_leg_R_T,J_per_m3,0.0,user_defined
u_0_leg_R_T,J_per_m3,0.0,user_defined
R_venous_head_L_T,Js_per_m6,9352274.289369743,calculated_from_assumptions
C_venous_head_L_T,m6_per_J,1.216766624044832e-07,calculated_from_assumptions
u_ext_venous_head_L_T,J_per_m3,0.0,user_defined
I_venous_head_L_T,Js2_per_m6,1e-07,small_chosen
q_C_init_venous_head_L_T,m3,0.0,user_defined_TO_DO
q_us_0_venous_head_L_T,m3,0.0002968,calculated_from_assumptions
Delta_q_us_venous_head_L_T,dimensionless,0.0,user_defined
Delta_C_venous_head_L_T,dimensionless,0.0,user_defined
R_venous_head_R_T,Js_per_m6,9352274.289369743,calculated_from_assumptions
C_venous_head_R_T,m6_per_J,1.216766624044832e-07,calculated_from_assumptions
u_ext_venous_head_R_T,J_per_m3,0.0,user_defined
I_venous_head_R_T,Js2_per_m6,1e-07,small_chosen
q_C_init_venous_head_R_T,m3,0.0,user_defined_TO_DO
q_us_0_venous_head_R_T,m3,0.0002968,calculated_from_assumptions
Delta_q_us_venous_head_R_T,dimensionless,0.0,user_defined
Delta_C_venous_head_R_T,dimensionless,0.0,user_defined
R_venous_arm_L_T,Js_per_m6,25188258.470776584,calculated_from_assumptions
C_venous_arm_L_T,m6_per_J,1.216766624044832e-07,calculated_from_assumptions
u_ext_venous_arm_L_T,J_per_m3,0.0,user_defined
I_venous_arm_L_T,Js2_per_m6,1e-07,small_chosen
q_C_init_venous_arm_L_T,m3,0.0,user_defined_TO_DO
q_us_0_venous_arm_L_T,m3,0.0002968,calculated_from_assumptions
Delta_q_us_venous_arm_L_T,dimensionless,0.0,user_defined
Delta_C_venous_arm_L_T,dimensionless,0.0,user_defined
R_venous_arm_R_T,Js_per_m6,24795776.054165624,calculated_from_assumptions
C_venous_arm_R_T,m6_per_J,1.216766624044832e-07,calculated_from_assumptions
u_ext_venous_arm_R_T,J_per_m3,0.0,user_defined
I_venous_arm_R_T,Js2_per_m6,1e-07,small_chosen
q_C_init_venous_arm_R_T,m3,0.0,user_defined_TO_DO
q_us_0_venous_arm_R_T,m3,0.0002968,calculated_from_assumptions
Delta_q_us_venous_arm_R_T,dimensionless,0.0,user_defined
Delta_C_venous_arm_R_T,dimensionless,0.0,user_defined
R_venous_trunk_C_T,Js_per_m6,1137549.5186104062,calculated_from_assumptions
C_venous_trunk_C_T,m6_per_J,1.216766624044832e-07,calculated_from_assumptions
u_ext_venous_trunk_C_T,J_per_m3,0.0,user_defined
I_venous_trunk_C_T,Js2_per_m6,1e-07,small_chosen
q_C_init_venous_trunk_C_T,m3,0.0,user_defined_TO_DO
q_us_0_venous_trunk_C_T,m3,0.0008904,calculated_from_assumptions
Delta_q_us_venous_trunk_C_T,dimensionless,0.0,user_defined
Delta_C_venous_trunk_C_T,dimensionless,0.0,user_defined
R_venous_leg_L_T,Js_per_m6,9893734.27227449,calculated_from_assumptions
C_venous_leg_L_T,m6_per_J,1.216766624044832e-07,calculated_from_assumptions
u_ext_venous_leg_L_T,J_per_m3,0.0,user_defined
I_venous_leg_L_T,Js2_per_m6,1e-07,small_chosen
q_C_init_venous_leg_L_T,m3,0.0,user_defined_TO_DO
q_us_0_venous_leg_L_T,m3,0.0002968,calculated_from_assumptions
Delta_q_us_venous_leg_L_T,dimensionless,0.0,user_defined
Delta_C_venous_leg_L_T,dimensionless,0.0,user_defined
R_venous_leg_R_T,Js_per_m6,9893734.27227449,calculated_from_assumptions
C_venous_leg_R_T,m6_per_J,1.216766624044832e-07,calculated_from_assumptions
u_ext_venous_leg_R_T,J_per_m3,0.0,user_defined
I_venous_leg_R_T,Js2_per_m6,1e-07,small_chosen
q_C_init_venous_leg_R_T,m3,0.0,user_defined_TO_DO
q_us_0_venous_leg_R_T,m3,0.0002968,calculated_from_assumptions
Delta_q_us_venous_leg_R_T,dimensionless,0.0,user_defined
Delta_C_venous_leg_R_T,dimensionless,0.0,user_defined
u_ext_venous_ivc,J_per_m3,0.0,user_defined
u_0_venous_ivc,J_per_m3,0.0,user_defined
q_0_venous_ivc,m3,0.0001484,calculated_from_assumptions
R_venous_ivc,Js_per_m6,184974.3910930752,calculated_from_assumptions
C_venous_ivc,m6_per_J,1.216766624044832e-07,calculated_from_assumptions
I_venous_ivc,Js2_per_m6,1e-07,small_chosen
u_ext_venous_svc,J_per_m3,0.0,user_defined
u_0_venous_svc,J_per_m3,0.0,user_defined
q_0_venous_svc,m3,0.0001484,calculated_from_assumptions
R_venous_svc,Js_per_m6,680544.758604778,calculated_from_assumptions
C_venous_svc,m6_per_J,1.216766624044832e-07,calculated_from_assumptions
I_venous_svc,Js2_per_m6,1e-07,small_chosen
E_K_tube_A_aorta_ascending_1,J_per_m3,89721.786684,20_01_2026_identified
K_m_K_tube_A_aorta_ascending_1,Js_per_m3,30000.0,Toro_2021
nu,dimensionless,0.5,known
SMvolfrac_art,dimensionless,0.1,Toro_2021
a_vessel,dimensionless,0.2802,Avolio_1980
b_vessel,per_m,-505.3,Avolio_1980
c_vessel,dimensionless,0.1324,Avolio_1980
d_vessel,per_m,-11.14,Avolio_1980
E_K_tube_A_aorta_ascending_2,J_per_m3,89721.786684,20_01_2026_identified
K_m_K_tube_A_aorta_ascending_2,Js_per_m3,30000.0,Toro_2021
E_K_tube_A_aorta_ascending_3,J_per_m3,89721.786684,20_01_2026_identified
K_m_K_tube_A_aorta_ascending_3,Js_per_m3,30000.0,Toro_2021
E_K_tube_A_aorta_ascending_4,J_per_m3,89721.786684,20_01_2026_identified
K_m_K_tube_A_aorta_ascending_4,Js_per_m3,30000.0,Toro_2021
E_K_tube_A_aortic_arch_1,J_per_m3,89721.786684,20_01_2026_identified
K_m_K_tube_A_aortic_arch_1,Js_per_m3,30000.0,Toro_2021
E_K_tube_A_aortic_arch_2,J_per_m3,400000.0,ADAN_86
K_m_K_tube_A_aortic_arch_2,Js_per_m3,30000.0,Toro_2021
E_K_tube_A_aortic_arch_3,J_per_m3,400000.0,ADAN_86
K_m_K_tube_A_aortic_arch_3,Js_per_m3,30000.0,Toro_2021
E_K_tube_A_brachiocephalic_trunk,J_per_m3,400000.0,ADAN_86
K_m_K_tube_A_brachiocephalic_trunk,Js_per_m3,30000.0,Toro_2021
E_K_tube_A_common_carotid_L,J_per_m3,400000.0,ADAN_86
K_m_K_tube_A_common_carotid_L,Js_per_m3,30000.0,Toro_2021
E_K_tube_A_common_carotid_R,J_per_m3,400000.0,ADAN_86
K_m_K_tube_A_common_carotid_R,Js_per_m3,30000.0,Toro_2021
E_K_tube_A_subclavian_L,J_per_m3,400000.0,ADAN_86
K_m_K_tube_A_subclavian_L,Js_per_m3,30000.0,Toro_2021
E_K_tube_A_subclavian_R,J_per_m3,400000.0,ADAN_86
K_m_K_tube_A_subclavian_R,Js_per_m3,30000.0,Toro_2021
E_K_tube_A_aortic_arch_4,J_per_m3,400000.0,ADAN_86
K_m_K_tube_A_aortic_arch_4,Js_per_m3,30000.0,Toro_2021
E_K_tube_A_aorta_thoracic_1,J_per_m3,400000.0,ADAN_86
K_m_K_tube_A_aorta_thoracic_1,Js_per_m3,30000.0,Toro_2021
E_K_tube_A_aorta_thoracic_2,J_per_m3,400000.0,ADAN_86
K_m_K_tube_A_aorta_thoracic_2,Js_per_m3,30000.0,Toro_2021
E_K_tube_A_aorta_thoracic_3,J_per_m3,400000.0,ADAN_86
K_m_K_tube_A_aorta_thoracic_3,Js_per_m3,30000.0,Toro_2021
E_K_tube_A_aorta_thoracic_4,J_per_m3,400000.0,ADAN_86
K_m_K_tube_A_aorta_thoracic_4,Js_per_m3,30000.0,Toro_2021
E_K_tube_A_aorta_thoracic_5,J_per_m3,400000.0,ADAN_86
K_m_K_tube_A_aorta_thoracic_5,Js_per_m3,30000.0,Toro_2021
E_K_tube_A_aorta_abdominal_1,J_per_m3,400000.0,ADAN_86
K_m_K_tube_A_aorta_abdominal_1,Js_per_m3,30000.0,Toro_2021
E_K_tube_A_aorta_abdominal_2,J_per_m3,400000.0,ADAN_86
K_m_K_tube_A_aorta_abdominal_2,Js_per_m3,30000.0,Toro_2021
E_K_tube_A_aorta_abdominal_3,J_per_m3,400000.0,ADAN_86
K_m_K_tube_A_aorta_abdominal_3,Js_per_m3,30000.0,Toro_2021
E_K_tube_A_aorta_abdominal_4,J_per_m3,400000.0,ADAN_86
K_m_K_tube_A_aorta_abdominal_4,Js_per_m3,30000.0,Toro_2021
E_K_tube_A_aorta_abdominal_5,J_per_m3,400000.0,ADAN_86
K_m_K_tube_A_aorta_abdominal_5,Js_per_m3,30000.0,Toro_2021
